neighborhood,title,price,bedrooms,pid,longitude,date,subregion,link,latitude,sqft
 (belmont),Located in the foothills of Belmont!,$1650,   / 1br -    ,4076558751,,Sep 18 2013,Peninsula,/pen/apa/4076558751.html,,   / 1br -    
 (foster city),Last 2BR - Large Walkout Patio - Lease Today -- Move in Oct 1st!!,$2748,   / 2br - 976ft² -    ,4076579779,-122.265678,Sep 18 2013,Peninsula,/pen/apa/4076579779.html,37.569135,   / 2br - 976ft² -    
 (palo alto),"The Marc, Palo Alto (Call Us Home)",$3850,   / 1br - 675ft² -    ,4050677088,-122.156875,Sep 18 2013,Peninsula,/pen/apa/4050677088.html,37.446638,   / 1br - 675ft² -    
 (foster city),Hot Deal -- 1st Month Free!!  Move in with $500 Only --Top Floor!!,$2593,   / 1br - 826ft² -    ,4076572156,-122.266222,Sep 18 2013,Peninsula,/pen/apa/4076572156.html,37.568365,   / 1br - 826ft² -    
 (foster city),"Spacious Studio Apartment with Walk-In Closet, Washer/Dryer & Parking!",$1898,   / 565ft² -    ,4076025748,,Sep 18 2013,Peninsula,/pen/apa/4076025748.html,,   / 565ft² -    
 (san bruno),Beautiful single family House ,$2800,   / 3br -    ,4075981234,-122.408626,Sep 18 2013,Peninsula,/pen/apa/4075981234.html,37.618664,   / 3br -    
 (daly city),2 Bedrooms and 1 Bathroom in-law,$1395,   / 2br -    ,4075948342,-122.488461,Sep 18 2013,Peninsula,/pen/apa/4075948342.html,37.683311,   / 2br -    
 (south san francisco),Affordable Program 1-bedroom available October 25!,$1915,   / 1br - 750ft² -    ,4076050194,-122.446575,Sep 18 2013,Peninsula,/pen/apa/4076050194.html,37.663915,   / 1br - 750ft² -    
 (menlo park),Beautiful 1 bedroom apartment in a sought after neighborhood,$2495,   / 1br -    ,4071185670,-122.174810,Sep 18 2013,Peninsula,/pen/apa/4071185670.html,37.450820,   / 1br -    
 (san mateo),"House for Rent 2/1, living, yd. PETS, OK.",$2300,   / 2br -    ,4043756346,-122.329962,Sep 18 2013,Peninsula,/pen/apa/4043756346.html,37.583561,   / 2br -    
 (foster city),Foster City's Premiere Waterfront Homes & Resort Living,$1928,   / 1br - 550ft² -    ,4076048577,-122.256825,Sep 18 2013,Peninsula,/pen/apa/4076048577.html,37.554802,   / 1br - 550ft² -    
 (los altos),Los Altos Hills spacious one level home on 1 acre lot.,$6100,   / 5br - 4000ft² -    ,4076034607,-122.110465,Sep 18 2013,Peninsula,/pen/apa/4076034607.html,37.342806,   / 5br - 4000ft² -    
 (pacifica),Call Today to Save BIG! Live Close to the Ocean & Minutes From SF!,$2285,   / 2br -    ,4076037250,,Sep 18 2013,Peninsula,/pen/apa/4076037250.html,,   / 2br -    
 (redwood shores),Redwood Shores,$2975,   / 2br - 1048ft² -    ,4076017685,-122.251568,Sep 18 2013,Peninsula,/pen/apa/4076017685.html,37.523478,   / 2br - 1048ft² -    
 (menlo park),"MAKE YOUR TIME WELL SPENT, ENJOY THE CONVENIENCE OF SHARON GREEN",$3893,   / 2br - 1111ft² -    ,4076029991,-122.197612,Sep 18 2013,Peninsula,/pen/apa/4076029991.html,37.424205,   / 2br - 1111ft² -    
 (mountain view),LIVE IN LUXURY AT SOLANO APARTMENTS!,$2395,   / 2br - 996ft² -    ,4076394002,-122.060423,Sep 18 2013,Peninsula,/pen/apa/4076394002.html,37.372971,   / 2br - 996ft² -    
 (mountain view),LUXURY APARTMENT - UNMATCHED DEDICATION TO SERVICE,$1895,   / 1br - 771ft² -    ,4076392166,-122.060444,Sep 18 2013,Peninsula,/pen/apa/4076392166.html,37.373056,   / 1br - 771ft² -    
 (mountain view),Stunning 1x1 Apt across from Caltrain & walking distance to downtown,$3989,   / 1br - 860ft² -    ,4076387339,,Sep 18 2013,Peninsula,/pen/apa/4076387339.html,,   / 1br - 860ft² -    
 (brisbane),open this beautful SF bay area house on 9/21 afteroon 1:30 to 4:00,$4195,   / 4br - 2560ft² -    ,4076369200,-122.407839,Sep 18 2013,Peninsula,/pen/apa/4076369200.html,37.679975,   / 4br - 2560ft² -    
 (palo alto),Great Location 3Bdrm/3Bth House In Palo Alto!!!,$6850,   / 3br -    ,4076372791,-122.151875,Sep 18 2013,Peninsula,/pen/apa/4076372791.html,37.439539,   / 3br -    
 (redwood city),"Two bedroom home ready now, w/all appliances near it all !",$3085,   / 2br - 1068ft² -    ,4076371531,,Sep 18 2013,Peninsula,/pen/apa/4076371531.html,,   / 2br - 1068ft² -    
 (foster city),"Fully Renovated Jr. One bdrm. New appliances, flooring, cabinetry...",$2175,   / 1br - 680ft² -    ,4076232259,-122.287542,Sep 18 2013,Peninsula,/pen/apa/4076232259.html,37.563188,   / 1br - 680ft² -    
 (redwood shores),Relaxing Apartment Home on Top Floor!,$2365,   / 1br - 726ft² -    ,4076355397,-122.243513,Sep 18 2013,Peninsula,/pen/apa/4076355397.html,37.537302,   / 1br - 726ft² -    
 (san mateo),Downtown 1 Bedroo/Pool/Elevator/Balcony ,$1950,   / 1br - 700ft² -    ,4071047433,,Sep 18 2013,Peninsula,/pen/apa/4071047433.html,,   / 1br - 700ft² -    
 (los altos),Enter Your Dream Home!,$2345,   / 1br - 1000ft² -    ,4076352949,-122.116127,Sep 18 2013,Peninsula,/pen/apa/4076352949.html,37.380798,   / 1br - 1000ft² -    
 (burlingame),"Nice One Bedroom - Live, Workout and Swim Right at Home",$2030,   / 1br - 598ft² -    ,4076348080,-122.359378,Sep 18 2013,Peninsula,/pen/apa/4076348080.html,37.586470,   / 1br - 598ft² -    
 (mountain view),2 BR 2400 / Month Off Castro Mtn View Downtown,$2400,   / 2br - 1000ft² -    ,4075735208,,Sep 18 2013,Peninsula,/pen/apa/4075735208.html,,   / 2br - 1000ft² -    
 (san mateo),Great Temporary Housing!,,  2br -    ,4075652790,,Sep 18 2013,Peninsula,/pen/apa/4075652790.html,,  2br -    
 (menlo park),Menlo Park Beauty!,$3953,   / 2br - 3953ft² -    ,4075791991,-122.197612,Sep 18 2013,Peninsula,/pen/apa/4075791991.html,37.424205,   / 2br - 3953ft² -    
 (san mateo),Lovely Cozy Jr One Bedroom Available for You TODAY!,$2102,   / 1br - 563ft² -    ,4075789779,-122.285185,Sep 18 2013,Peninsula,/pen/apa/4075789779.html,37.544254,   / 1br - 563ft² -    
 (mountain view),*Beautiful High End Furnished Top Floor Condo - Heart of Mountain View,$2300,   / 1br - 837ft² -    ,4075760363,-122.065922,Sep 18 2013,Peninsula,/pen/apa/4075760363.html,37.398590,   / 1br - 837ft² -    
 (palo alto),"Exceptional, newer, stunning executive housing - amazing",$15000,   / 8br - 5025ft² -    ,4075764810,,Sep 18 2013,Peninsula,/pen/apa/4075764810.html,,   / 8br - 5025ft² -    
 (palo alto),Two bedrooms/One bathroom New Guest Quarter or full basement,$4700,   / 2br -    ,4075784874,,Sep 18 2013,Peninsula,/pen/apa/4075784874.html,,   / 2br -    
 (san mateo),Spacious San Mateo (Parkside) Ranch Home 3bd/2ba/2car garage!,$3500,   / 3br - 1530ft² -    ,4075770640,-122.294075,Sep 18 2013,Peninsula,/pen/apa/4075770640.html,37.559514,   / 3br - 1530ft² -    
 (pacifica),Sunny 1 Bedroom steps to the beach,$2074,   / 1br -    ,4075770849,,Sep 18 2013,Peninsula,/pen/apa/4075770849.html,,   / 1br -    
 (palo alto),Spacious 2X1 near Palo Alto & San Antonio Shopping! Los Altos Schools!,$2195,   / 2br - 900ft² -    ,4075724481,-122.112179,Sep 18 2013,Peninsula,/pen/apa/4075724481.html,37.409028,   / 2br - 900ft² -    
 (mountain view),Gated Community/MtnView Border/GE Apps/2 Pools/Spa/Fitness/Free WiFi,$1870,   / 530ft² -    ,4075643190,,Sep 18 2013,Peninsula,/pen/apa/4075643190.html,,   / 530ft² -    
 (belmont),Look No Further!!! Find Your New Home Here at The Madison Belmont!!,$1823,   / 1br - 720ft² -    ,4075503612,,Sep 18 2013,Peninsula,/pen/apa/4075503612.html,,   / 1br - 720ft² -    
 (los altos),"1x1. Fantastic 1 bdrm. Next to TraderJoe's, restaurants, & more!",$1995,   / 1br - 769ft² -    ,4058390486,-122.065381,Sep 18 2013,Peninsula,/pen/apa/4058390486.html,37.335807,   / 1br - 769ft² -    
 (mountain view),Now This Is Living! Spacious Two Bedroom Just Minutes to Downtown!,$2459,   / 2br - 900ft² -    ,4075474658,-122.074756,Sep 18 2013,Peninsula,/pen/apa/4075474658.html,37.402029,   / 2br - 900ft² -    
 (mountain view),Near Google and Other Hi-tech Companies Cats OK,$2275,   / 2br -    ,4075500039,-122.067344,Sep 18 2013,Peninsula,/pen/apa/4075500039.html,37.402011,   / 2br -    
 (san mateo),City South has exactly what your looking for! Come visit us!,$2197,   / 1br - 680ft² -    ,4075497495,-122.285185,Sep 18 2013,Peninsula,/pen/apa/4075497495.html,37.544254,   / 1br - 680ft² -    
 (foster city),Exquisite Lagoon Views in Foster Citys Best Location,$2238,   / 1br - 687ft² -    ,4075496011,-122.266073,Sep 18 2013,Peninsula,/pen/apa/4075496011.html,37.554512,   / 1br - 687ft² -    
 (east palo alto),Bring Your Pets This September!,$2054,   / 2br - 967ft² -    ,4075495936,-122.136774,Sep 18 2013,Peninsula,/pen/apa/4075495936.html,37.454438,   / 2br - 967ft² -    
 (redwood shores),Beautiful 2 bedroom 1 Bath! Available Now!,$2598,   / 2br - 775ft² -    ,4075479294,-122.243513,Sep 18 2013,Peninsula,/pen/apa/4075479294.html,37.537302,   / 2br - 775ft² -    
 (foster city),Throw a paper airplane from your loft to the living room! COOL!!,$3079,   / 2br - 1174ft² -    ,4075480611,-122.276030,Sep 18 2013,Peninsula,/pen/apa/4075480611.html,37.534777,   / 2br - 1174ft² -    
 (los altos),Azari: Amazing Executive Home In Los Altos Hills,$8999,   / 5br - 4500ft² -    ,4065143696,,Sep 18 2013,Peninsula,/pen/apa/4065143696.html,,   / 5br - 4500ft² -    
 (menlo park),Spacious One Bedroom w/Hardwood Floors & Wood Beamed Ceilings,$1800,   / 1br - 700ft² -    ,4075474962,-122.160808,Sep 18 2013,Peninsula,/pen/apa/4075474962.html,37.461736,   / 1br - 700ft² -    
 (rohnert pk / cotati),Plenty of Convenient Services and Amenities,$1566,      ,4071862687,-122.700142,Sep 16 2013,North Bay,/nby/apa/4071862687.html,38.345120,      
 (novato),Luxury 2 Bedroom 2 Full Bath Condo for Rent,$2275,   / 2br - 1250ft² -    ,4071829850,-122.572854,Sep 16 2013,North Bay,/nby/apa/4071829850.html,38.101452,   / 2br - 1250ft² -    
 (santa rosa),Stunning Northeast Location!,$1649,   / 2br -    ,4067284698,-122.656753,Sep 16 2013,North Bay,/nby/apa/4067284698.html,38.463385,   / 2br -    
 (napa county),Duplex for rent,$1225,   / 2br -    ,4071228880,,Sep 16 2013,North Bay,/nby/apa/4071228880.html,,   / 2br -    
 (san rafael),Amazing home Excellent schools and park nearby.,$3300,   / 4br - 1416ft² -    ,4065715220,,Sep 16 2013,North Bay,/nby/apa/4065715220.html,,   / 4br - 1416ft² -    
 (san rafael),Great rental in a great location close to downtown,$1400,   / 1br - 750ft² -    ,4071217612,-122.528290,Sep 16 2013,North Bay,/nby/apa/4071217612.html,37.967095,   / 1br - 750ft² -    
 (mill valley),Spacious 5 bed / 2 bath home in Mill Valley,$5000,   / 5br - 3000ft² -    ,4071152582,-122.527885,Sep 16 2013,North Bay,/nby/apa/4071152582.html,37.875026,   / 5br - 3000ft² -    
 (healdsburg / windsor),Beautiful Windsor Home on regional park,$2500,   / 3br - 1750ft² -    ,4071190213,,Sep 16 2013,North Bay,/nby/apa/4071190213.html,,   / 3br - 1750ft² -    
 (santa rosa),Duplex-Close In,$1285,   / 2br - 1000ft² -    ,4071185200,,Sep 16 2013,North Bay,/nby/apa/4071185200.html,,   / 2br - 1000ft² -    
 (napa county),Walking distance to St Helena,$3400,   / 3br - 1968ft² -    ,4052251793,-122.464085,Sep 16 2013,North Bay,/nby/apa/4052251793.html,38.505124,   / 3br - 1968ft² -    
 (petaluma),Sonoma Living -- Inspired Lifestyle.  Azure at Lakeville Square!,$2090,   / 2br -    ,4071178600,,Sep 16 2013,North Bay,/nby/apa/4071178600.html,,   / 2br -    
 (petaluma),Lovely townhouse available in October!,$1635,   / 2br - 1028ft² -    ,4071091457,-122.615500,Sep 16 2013,North Bay,/nby/apa/4071091457.html,38.250700,   / 2br - 1028ft² -    
 (napa county),2BR/2BTH Home Across From Vineyards In Angwin.,$1600,      ,4071169347,-122.458990,Sep 16 2013,North Bay,/nby/apa/4071169347.html,38.577706,      
 (tiburon / belvedere),PRICE REDUCED | Exquisite Belvedere Cove Home w/Views from All Levels,$17000,   / 6br - 6000ft² -    ,4033447463,-122.469483,Sep 16 2013,North Bay,/nby/apa/4033447463.html,37.873526,   / 6br - 6000ft² -    
 (sebastopol),Try Coastal Living in Bodega Bay- Fully Furnished Home ,$2800,   / 3br -    ,4070283236,-123.059793,Sep 15 2013,North Bay,/nby/apa/4070283236.html,38.336068,   / 3br -    
 (lake county),RV Space for rent in Lake front RV Park Lake County ,$350,      ,4070236787,-122.864280,Sep 15 2013,North Bay,/nby/apa/4070236787.html,39.121376,      
 (fairfax),Highend apartment... Modern meets zen,$1800,   / 1br - 450ft² -    ,4044509621,,Sep 15 2013,North Bay,/nby/apa/4044509621.html,,   / 1br - 450ft² -    
 (mill valley),Quaint Hillside In-Law Apartment ,$1695,   / 1br - 680ft² -    ,4049261309,-122.557550,Sep 15 2013,North Bay,/nby/apa/4049261309.html,37.899852,   / 1br - 680ft² -    
 (corte madera),Immaculate & Sunny Apartment!,$1400,      ,4070204511,,Sep 15 2013,North Bay,/nby/apa/4070204511.html,,      
 (tiburon / belvedere),"Sunny, resort style home with pool for rent in Belvedere",$7950,   / 4br - 2980ft² -    ,4024826967,-122.461209,Sep 15 2013,North Bay,/nby/apa/4024826967.html,37.874735,   / 4br - 2980ft² -    
 (san rafael),$1800/1BR-650ft-includes utilities rest of Sept free rent,$1800,   / 1br - 650ft² -    ,4065906711,-122.545989,Sep 15 2013,North Bay,/nby/apa/4065906711.html,38.036321,   / 1br - 650ft² -    
 (petaluma),"Nice, private, west side studio",$1150,      ,4070148647,,Sep 15 2013,North Bay,/nby/apa/4070148647.html,,      
 (rohnert pk / cotati),One Bedroom Cottage,$1250,   / 1br - 725ft² -    ,4070145414,-122.708670,Sep 15 2013,North Bay,/nby/apa/4070145414.html,38.322944,   / 1br - 725ft² -    
 (mendocino county),House for Rent,$1225,   / 3br - 1365ft² -    ,4070125874,,Sep 15 2013,North Bay,/nby/apa/4070125874.html,,   / 3br - 1365ft² -    
 (novato),Beautiful 3 Bedroom 2.5 Bath House in Hamilton,$3400,   / 3br - 1800ft² -    ,4070116969,-122.517600,Sep 15 2013,North Bay,/nby/apa/4070116969.html,38.062656,   / 3br - 1800ft² -    
 (tiburon / belvedere),Gorgeous Newly Remodeled/ Chef's Kitchen/3 Frplcs/Reed Schools ~ J.Wav,$7499,   / 3br -    ,4070111756,-122.397812,Sep 15 2013,North Bay,/nby/apa/4070111756.html,37.784667,   / 3br -    
 (sebastopol),2 Bedroom 1 Bath Duplex-No Longer Available,$1350,   / 2br -    ,4063753786,,Sep 15 2013,North Bay,/nby/apa/4063753786.html,,   / 2br -    
 (novato),Beautiful 3Br/2.5Ba 2 Car garage townhouse ,$2350,   / 3br - 1600ft² -    ,4069019676,-122.539489,Sep 15 2013,North Bay,/nby/apa/4069019676.html,38.066620,   / 3br - 1600ft² -    
 (west marin),Woodacre 1 BR Cabin for rent,$1500,   / 1br - 600ft² -    ,4068989324,-122.648254,Sep 15 2013,North Bay,/nby/apa/4068989324.html,38.009709,   / 1br - 600ft² -    
 (sausalito),Fully Furnished and New,$4500,   / 2br - 1175ft² -    ,4068975144,,Sep 15 2013,North Bay,/nby/apa/4068975144.html,,   / 2br - 1175ft² -    
 (napa county),One bedroom with hillside views available for immediate occupancy. ,,  1br -    ,4068967054,,Sep 15 2013,North Bay,/nby/apa/4068967054.html,,  1br -    
 (san rafael),GREAT LOCATION! 4BR Dixie School District,$3000,   / 4br - 1707ft² -    ,4068957391,-122.540589,Sep 15 2013,North Bay,/nby/apa/4068957391.html,38.032621,   / 4br - 1707ft² -    
 (santa rosa),Bennett Valley,$1395,   / 2br - 900ft² -    ,4046023227,-122.664717,Sep 15 2013,North Bay,/nby/apa/4046023227.html,38.425624,   / 2br - 900ft² -    
 (san anselmo), Redhill area Upper unit duplex with yard,$2100,   / 2br - 900ft² -    ,4068916657,-122.564951,Sep 15 2013,North Bay,/nby/apa/4068916657.html,37.987973,   / 2br - 900ft² -    
 (san rafael),Green Oaks Townhouse,$2500,   / 3br - 1510ft² -    ,4068912857,-122.567503,Sep 15 2013,North Bay,/nby/apa/4068912857.html,38.009566,   / 3br - 1510ft² -    
 (Valley Ford),1 Bedroom Country Apartment.,$800,   / 1br -    ,4055023951,,Sep 15 2013,North Bay,/nby/apa/4055023951.html,,   / 1br -    
 (redwood city)," Three Bedroom,Two Bath home                                          ",$3200,   / 3br - 1500ft² -    ,4076558934,-122.233377,Sep 18 2013,Peninsula,/pen/apa/4076558934.html,37.474637,   / 3br - 1500ft² -    
 (foster city),So much space!!!,$2785,   / 2br - 1043ft² -    ,4076565887,-122.275858,Sep 18 2013,Peninsula,/pen/apa/4076565887.html,37.534862,   / 2br - 1043ft² -    
 (palo alto),Charming College Terrace 2 Bedroom 1 Bath ,$2800,   / 2br - 800ft² -    ,4057111937,-122.152226,Sep 18 2013,Peninsula,/pen/apa/4057111937.html,37.422764,   / 2br - 800ft² -    
 (foster city),Stunning Waterfront Views From This Gorgeous 1 BR Apartment,$2711,   / 1br - 850ft² -    ,4061297818,-122.268400,Sep 18 2013,Peninsula,/pen/apa/4061297818.html,37.565287,   / 1br - 850ft² -    
 (san mateo),Luxury Living Customized For You! 2 BR 2 BA Apartment,$2600,   / 2br - 955ft² -    ,4076563222,-122.325998,Sep 18 2013,Peninsula,/pen/apa/4076563222.html,37.560763,   / 2br - 955ft² -    
 (palo alto),Flexible layout in prime downtown location!,$7100,   / 5br - 1850ft² -    ,4076553166,-122.162777,Sep 18 2013,Peninsula,/pen/apa/4076553166.html,37.448324,   / 5br - 1850ft² -    
 (san mateo),Come Visit Hillsdale Garden Apartments!!!!,$2065,   / 1br -    ,4076518290,-122.300388,Sep 18 2013,Peninsula,/pen/apa/4076518290.html,37.535145,   / 1br -    
 (menlo park),5 Mins Away from Facebook ,$1650,   / 1br - 300ft² -    ,4076496449,,Sep 18 2013,Peninsula,/pen/apa/4076496449.html,,   / 1br - 300ft² -    
 (foster city),Stunning Waterfront Views From This Gorgeous 1 BR Apartment,$2711,   / 1br - 850ft² -    ,4071248485,-122.268400,Sep 18 2013,Peninsula,/pen/apa/4071248485.html,37.565287,   / 1br - 850ft² -    
 (foster city),Newly Renovated Apartment Homes. ,$2811,   / 2br - 1100ft² -    ,4045993577,-122.268400,Sep 18 2013,Peninsula,/pen/apa/4045993577.html,37.565287,   / 2br - 1100ft² -    
 (san mateo),Penninsula Living is the Best!,$2477,   / 1br - 651ft² -    ,4076555906,,Sep 18 2013,Peninsula,/pen/apa/4076555906.html,,   / 1br - 651ft² -    
 (san mateo),WONT BE ON THE MARKET FOR LONG!,$1895,   / 2br - 762ft² -    ,4076019842,-122.325880,Sep 18 2013,Peninsula,/pen/apa/4076019842.html,37.579335,   / 2br - 762ft² -    
 (san mateo),Online member services avaliable,$2069,   / 2br - 750ft² -    ,4075968710,,Sep 18 2013,Peninsula,/pen/apa/4075968710.html,,   / 2br - 750ft² -    
 (san bruno),Beautifully Updated 3 Bedroom / 1 Bath Home in Sunny Area of San Bruno,$3350,   / 3br -    ,4048989525,,Sep 18 2013,Peninsula,/pen/apa/4048989525.html,,   / 3br -    
 (san mateo),Reasonable Living!,$1995,   / 2br - 762ft² -    ,4076007844,-122.326781,Sep 18 2013,Peninsula,/pen/apa/4076007844.html,37.578635,   / 2br - 762ft² -    
 (palo alto),large unit w/huge patio! barron Park neighborhood,$2350,   / 1br - 715ft² -    ,4076007626,,Sep 18 2013,Peninsula,/pen/apa/4076007626.html,,   / 1br - 715ft² -    
 (daly city),"2 bed, 1 bath and patio incl. parking, water, and gas",$2200,   / 2br -    ,4035609965,-122.476355,Sep 18 2013,Peninsula,/pen/apa/4035609965.html,37.669290,   / 2br -    
 (palo alto),Great 1BR/1BA with A/C & Washer/Dryer INSIDE!,$2495,   / 1br -    ,4043559571,-122.127909,Sep 18 2013,Peninsula,/pen/apa/4043559571.html,37.415515,   / 1br -    
 (san mateo),Downtown San Mateo One Bedroom!!,$2790,   / 1br - 700ft² -    ,4075998653,-122.325998,Sep 18 2013,Peninsula,/pen/apa/4075998653.html,37.560763,   / 1br - 700ft² -    
 (mountain view),Brand New Top Floor 1 bd Luxury Apartment - 2 Weeks Free!,$3850,   / 1br - 860ft² -    ,4075977814,,Sep 18 2013,Peninsula,/pen/apa/4075977814.html,,   / 1br - 860ft² -    
 (mountain view),CONDO WITH SPACIOUS FLOORPLAN NEAR HWY 85. MUST SEE! ,$1795,   / 1br - 837ft² -    ,4049964936,-122.065922,Sep 18 2013,Peninsula,/pen/apa/4049964936.html,37.398590,   / 1br - 837ft² -    
 (Daly City/South SF),Updated Townhouse 2br/1.5ba (OPEN HOUSE Wednesday 6:00-7:30pm),$2300,   / 2br -    ,4063471448,-122.460984,Sep 18 2013,Peninsula,/pen/apa/4063471448.html,37.658434,   / 2br -    
 (burlingame),Private Large Living in Desirable Burlingame,$2295,   / 2br - 950ft² -    ,4075963681,-122.369082,Sep 18 2013,Peninsula,/pen/apa/4075963681.html,37.589735,   / 2br - 950ft² -    
 (palo alto),Charming Midtown Home for Rent,$5000,   / 3br - 1517ft² -    ,4048111888,-122.134274,Sep 18 2013,Peninsula,/pen/apa/4048111888.html,37.430339,   / 3br - 1517ft² -    
